,pc0
0,227.33811179067342
1,-226.06895447262895
2,112.75299551652454
3,62.39862870528269
4,51.65325875781714
5,0.7636541199812363
6,-33.38198466466675
7,-18.12676687014894
8,30.233398756902584
9,12.934219628368957
10,-7.012462804077806
